ocr_text,document_type
"brazilian  work booklet recording employment history and contracts
carteira de trabalho e previdência social",Carteira de Trabalho
"security deposit 5043.22
residential lcase agreement
monthly rent due on the first of each m0nth 1236.76
landlord anita desai tenant anita desai 
",Lease Agreement
"utility  connection valid for 12 main st springfield
consumer number 2030325862
proof of residence
residential certificate issued to fernanda lim@ 
",Address Proof
rental contract specifying monthly rent and lease term,Lease Agreement
"date of visit 22/04/2007
paticnt medical rec0rd
attending physician maria souza
diagnosis rua das flores 88 5ao paulo
treatment summary discharge notes",Medical Records
"has an annual income of rs 9005.80
income certificate no 228564191065
certificate of annual income",Income Certificate
"diagnosis rua das flores 88 sao paulo
patient medical record
treatment summary discharge notes
date of visit 16/09/1996
attending physician priya nair",Medical Records
"5ale deed
tit1e deed of ownership
survey number 014359 plot area
registered document no 0436485323
this indcnture made between 
",Property Documents
"médico responsável carlos rodrigues
laudo médico
percentual de incapacidade 48%",Medical/Disability Report
"cid  dcd76d
avaliação dc deficiência
percentual de incapacidade 89%
laudo médico
médico responsável priya nair",Medical/Disability Report
"data de admissão 05/12/2013
ctps número 7580163422 série 7580163422
contrato de trabalh0
carteira de trabalho e previdência social",Carteira de Trabalho
"bpl survey no 123206
below poverty line certificate
bpl card holder anita desai
issued by gram panchayat office 
",BPL Certificate
"certificate of age
age proof issued by 12 main st springfield municipality
school leaving certificate",Age Proof
"property situated at 78 andheri east mumbai
this indenture made between
registered documcnt no 468054
survey number 113099 plot area
title deed of ownership
sale deed 
",Property Documents
"conta de luz endereço 45 mg road bengaluru
companhi@ de energia elétrica
comprovante de residência
fatura referente ao mês february",Comprovante de Residência
brazi1ian work booklet recording employment history and contr@cts,Carteira de Trabalho
"transaction history showing @ccount activity over a period
opening balance 1554.44 closing balance 1554.44 
",Bank Statement
"contract between a landlord and tenant for renting @ property
security deposit 5913.51",Lease Agreement
"official photo identification issued by @ government agency
p@ssport no 497065",Government ID
"renda familiar 5915.09
número de identificação social nis 4089446627
cadastro único para programas sociais
número do cadúnico 722367985744 
",CadÚnico Registration
"nome  completo john silva
cadastro de pess0@s físic@s
reccita federal do brasil
data de nascimento 26/09/2023
cpf número 73633099",CPF
"brazilian  medical report assessing degree 0f disability
avaliação de deficiência",Medical/Disability Report
unique identification number issued to indian residents by uidai,Aadhaar Card
"employcr sarah johnson position 78 andheri east mumb@i
work history verification letter
dates of empl0ymcnt 01/05/1968 to 01/05/1968
employment history summary",Work History
"brazilian  medical report assessing degrce of disability 
",Medical/Disability Report
"dis@bi1ity type: locomotor/visua1/hearing
certificate of disability
pcrcentage of dis@bility 41%",Disability Certificate
"document  listing all family members e1igible for subsidized rations
family members 67 
",Ration Card
"addrcss:  rua das flores 88 sao paulo
dob 02/09/2018
government of india unique identification authority of india
uidai मेरा आधार मेरी पहचान
enrolment no 001215",Aadhaar Card
"school record or certificate showing date of birth for @ge verification
certificate of age",Age Proof
most recent paycheck stub used to verify current income,Last Pay Stubs
"government issued personal identification number for benefits @nd tax purposes 
",Social Security Number
"photo identification document
valid until 16/06/2004
driving license number 925466788524
passport no 81877145
identification card issued by department of motor vehicles",Government ID
"medical  board assessment
percentage of disability 71%
disability type: locomotor/visual/he@ring
certificate of disability
udid number 84482755
issued by district hospital",Disability Certificate
"aadhaar  no 278989234073
enrolment no 176928
uidai मेरा आधार मेरी पहचान
gender male
address: 12 main st springfield",Aadhaar Card
"secretaria de segurança pública
registro geral
rg número 88558935
carteira dc identidade 
",RG (ID)
"gross  earnings 7537.26
federal tax st@te tax net pay 3022.62
empl0yee id 60177887",Last Pay Stubs
household card used to buy subsidized food grains from the government shop,Ration Card
"v@lid until 28/04/1990
p@ssp0rt no 12335823
identification card issued by department of motor vehicles
photo identification document",Government ID
brazilian government registry f0r low-income families seeking social programs,CadÚnico Registration
"form w-2 wage and tax statement
federa1 income tax withheld 7456.67
year to date gross 6095.77
employcr identific@tion number 257383
pay stub earnings statement",Proof of Income
"government-issued proof of annual family income 
",Income Certificate
"a uti1ity bill or letter sh0wing where someone currently lives
utility connection valid f0r ru@ das flores 88 sao paulo 
",Address Proof
"transaction  history showing account activity over a period
account number 733233",Bank Statement
"federal income tax withhcld 2200.56
form w-2 wage and tax statement
year to date gross 8375.12",Proof of Income
"monthly rent 600.23
lease agreement between landlord and tenant
utility bill service address 221b baker street",Proof of Residency
"comprovantc de residência
conta de luz endereço 45 mg road bengaluru
fatura referente ao mês marco
companhia de energia elétrica",Comprovante de Residência
"tax form showing wages and taxes withheld for the year 
",Proof of Income
"percentual de incapacidade 54%
avaliação de deficiência
médico responsável fernanda lima
cid 791b30",Medical/Disability Report
single  registry number used to apply f0r brazilian social benefits,CadÚnico Registration
"medical  board assessment
disability type: locomotor/visua1/hearing
issued by district hospital
certificate of disability
percentage of disability 91%
udid number 251688735996",Disability Certificate
"enrolment no 976824
gender male
dob 28/04/1980
government of india unique identification authority of india
address: 300 l@keview avc chicago",Aadhaar Card
"bpl card holder c@rl0s rodrigues
8elow poverty line certificate
family income below povcrty line threshold
bpl survey no 842591",BPL Certificate
"utility bill service addrcss 45 mg road bengaluru
property address rua das fl0res 88 sao paulo
residency verification letter
lease agreement between landlord and tenant
monthly rent 5013.68",Proof of Residency
"avaliação de deficiência
laud0 médico
médico responsável carlos rodrigues
cid adachb
percentua1 de incapacidade 59%",Medical/Disability Report
"consumer  number 15102718
residential certificate issued to anita desai
proof of residence",Address Proof
brazilian taxpayer registration number issued by receita federal,CPF
"transaction  history showing account activity over a period
branch name 300 lakeview ave chicago",Bank Statement
doctor-issucd  assessment of physica1 or sensory impairment,Disability Certificate
"billing address 45 mg ro@d bengaluru
consumer number 12135124
residential certificate issued to priya nair
utility connection valid for 78 andheri east mumbai
proof of residence",Address Proof
"consumer  number 998015
residential certificate issued to anita desai
electricity bi1l
billing address 12 main st springfield
utility connection valid for 221b baker street
proof of residence 
",Address Proof
"nome  do usuário sarah johnson
c@rtão n@cion@l de saúde
sistema único de saúde sus
número do cartã0 4281205656",Cartão Nacional de Saúde
"state food civil supplies department
f@ir price shop
category bpl/apl",Ration Card
"tax form showing wages and taxes withheld for the year
employcr identification number 4206283261",Proof of Income
"document  used to prove current home address for an application
residency verification letter",Proof of Residency
rental  contract specifying m0nthly rent and lease term,Lease Agreement
"official  record of when and where a person was born
registration no 13707837",Birth Certificate
brazilian document confirming the termination of an employment contract,Termo de Rescisão
"disabi1ity type: locomotor/visual/hearing
percentage of disability 81%
medical board assessment",Disability Certificate
"d@tes of employment 19/09/2021 t0 19/09/2021
work history verification letter
employment history summ@ry
employer carlos rodrigues position 221b 8aker street 
",Work History
official  photo identification issued by a government agency,Government ID
single registry number used to apply for brazilian social benefits,CadÚnico Registration
"l@nd1ord  james c@rter tenant james cartcr
5ecurity dep0sit 3687.57
lease term begins 24/05/2007 ends 24/05/2007",Lease Agreement
"landlord priya n@ir tenant priya nair
lease term begins 28/12/2001 cnds 28/12/2001
security deposit 2616.98
monthly rent due on the first of each month 4991.25
residential lease agreement",Lease Agreement
"photo  identification document
identification card issued by department of motor vehicles
valid until 18/02/1960
passport no 6077732481
driving licensc number 566024448262",Government ID
"issued by district hospital
percentage of disability 54%
udid number 093000
disability type: l0comotor/visual/hearing
certific@te of disability",Disability Certificate
this  card shows my sus number for the brazilian public health system,Cartão Nacional de Saúde
"treatment summary discharge notes
diagnosis 78 andheri east mumb@i
date of visit 28/06/2019
patient medica1 record
attending physician anita desai",Medical Records
"card type: above poverty line
fair price shop
public distribution systcm
r@tion card no 467170313065
category bpl/apl",Ration Card
"sex male/female
place 0f birth 12 main st springfield
registration no 984930709316
municipal c0rpor@tion birth registry 
",Birth Certificate
"card type: above poverty line
fair price shop
ration card no 2888536550",Ration Card
official  severance paperwork issued when a job ends in brazil,Termo de Rescisão
"l@udo  médico
ava1iação de dcficiência
médico responsáve1 fernanda lima
percentual de incapacidade 78%",Medical/Disability Report
"certificate  of birth
registration no 8989172881
this is to certify that fernanda lima was b0rn on 01/03/2016
sex male/fema1e",Birth Certificate
"disability type: loc0motor/visual/hearing
certificate of disability
issued by district hospital",Disability Certificate
"federal tax state tax net pay 5259.15
gross earnings 6432.30
employee id 2574325006
earnings statement
pay period ending 27/11/1988",Last Pay Stubs
"legal paperwork proving who owns a piece of land or a house 
",Property Documents
"photo identification document
identification card issued by department 0f motor vehic1cs
valid until 04/12/1968
passport no 647623223191",Government ID
household card used to buy subsidized food grains from the government shop,Ration Card
"employer fernanda lima position 300 lakeview ave chicago
dates of employment 18/04/2023 to 18/04/2023
employment history summary
work history verification letter",Work History
"below poverty line certificate
family income below povcrty line threshold
bpl card holder fernanda lima",BPL Certificate
"government issued personal identification number for benefits and tax purposes
social security administration 
",Social Security Number
"proof of residence
consumer number 4082364951
utility connection valid for 45 mg road bengaluru",Address Proof
"certificate  of age
5chool leaving certificate
age proof issued by 300 lakeview avc chic@go municipality
d@te of birth as per school records 03/01/1974",Age Proof
government certification of low-income family status,BPL Certificate
"5aldo de s@lário 3653.02
data do aviso prévio 19/06/1972
tcrmo de rescisão do contrat0 de trabalho
trct",Termo de Rescisão
"residential certificate issued to maria souza
billing address 300 lakeview ave chicago
consumer number 415663602586
proof of residence
electricity bill
utility c0nnection valid for 12 main st springfield",Address Proof
official  record of when and where a person was born,Birth Certificate
"medical  board assessment
ccrtificate of disability
issued by district hospital
udid number 749854583309",Disability Certificate
"shows  gross earnings and net amount paid to an employee
gross pay 9614.03",Income Proof
"5ecurity deposit 4505.78
lease term begins 01/06/2014 ends 01/06/2014
monthly rcnt due on the first of each month 2727.62",Lease Agreement
"billing  address 221b baker street
uti1ity connecti0n valid for rua das flores 88 sao paulo
residential certificate issued to priya n@ir
proof of residence
consumer number 028522 
",Address Proof
"emp1oyment  history summary
work history verification letter
dates 0f employment 09/11/1992 to 09/11/1992
employer fernanda lima position 12 main st springfield 
",Work History
"ctps número 68788684 série 68788684
data de admissão 02/04/1995
carteira de trabalho e previdência social
contrato de trabalho 
",Carteira de Trabalho
"certificate  confirming household income for the past year 
",Income Certificate
"data  de nascimcnto 06/01/1987
cpf número 402373
cadastro de pessoas físicas
receita federal do brasil
nome completo vikram rao",CPF
"e@rnings  statement
employee id 6300717858
gross earnings 4921.99",Last Pay Stubs
"sistema único de saúde sus
cartão naciona1 de 5aúde
nome do usuário priya nair
ministério da saúde",Cartão Nacional de Saúde
"passport or driving license used to verify identity
identific@tion card issued by department of motor vehicles",Government ID
"municip@l  corporation birth registry
placc of birth 78 andheri east mumb@i
sex male/female",Birth Certificate
"landlord priya nair tenant priya nair
security deposit 864.01
lease term bcgins 14/06/2009 ends 14/06/2009
residential lease agrecment
monthly rent due on the first of each month 5536.57",Lease Agreement
"offici@l photo identification issued by a government agency
valid until 03/12/1961",Government ID
"photo  identification document
driving liccnse number 49145733
passport no 95437343",Government ID
"ctps  número 06402425 série 06402425
contrato de trabalho
data de admissão 08/10/2014
carteira de trabalho e previdência social",Carteira de Trabalho
"númcro  do cadúnic0 120969097700
cadastro único para programas sociais
renda fami1iar 881.15
número de identificação social nis 8487509742",CadÚnico Registration
"clinical notes from a doctor's visit or hospital stay
patient medica1 record",Medical Records
"school  record or certificate showing date of birth for agc verification
certificate of age 
",Age Proof
"title deed of ownership
property situated at 12 main st springfield
survcy number 42201278 plot area
registered document no 647465358998
s@le deed
this indenture m@dc betwecn",Property Documents
"pay stub earnings statemcnt
year to date gross 2873.91
employer identification number 0738379558 
",Proof of Income
"enrolment no 508923206776
gender male
uidai मेरा आधार मेरी पहचान
do8 17/08/1977
address: rua das flores 88 sao paulo",Aadhaar Card
"year to date gross 6631.34
employer identificati0n number 244873
form w-2 wage and tax statemcnt
pay stub earnings statement
fedcral incomc t@x withheld 3803.15",Proof of Income
"data  do aviso prévio 25/11/2017
termo dc rescisão do contrato de trabalho
trct
saldo de salário 8697.46",Termo de Rescisão
"government of india unique identification authority of india
address: 2218 b@ker street
uidai मेरा आधार मेरी पहचान
aadhaar no 0750768854
enrolment no 701960 
",Aadhaar Card
brazilian utility bill used as proof of address,Comprovante de Residência
"ministério da 5aúde
5istema único de saúde sus
número do cartão 369446",Cartão Nacional de Saúde
"driving license numbcr 74586014
passport no 244325
identification card issucd by department of motor vehicles 
",Government ID
"certificate  of disability
udid number 868889085291
issued by district hospital
percentage of dis@bility 75%
disability type: locomotor/visual/hearing",Disability Certificate
"electricity  bill
residential certificate issucd to james carter
consumer number 769365
billing address 45 mg road bengaluru
utility connection va1id f0r 78 andheri east mumbai",Address Proof
"cadastro único para programas sociais
número de identificação social nis 3338526335
número do cadúnic0 514296
renda familiar 5704.59 
",CadÚnico Registration
"passport or driving license used to verify identity
valid until 23/02/1974",Government ID
"medica1 board assessment
percentage of disability 56%
udid number 97844435",Disability Certificate
"employer  maria s0uza positi0n 221b baker street
work history verification letter
dates of employment 25/06/2001 t0 25/06/2001
employment history summary",Work History
"inc0me certificate no 39357992
valid for one year from datc of issue
certificate of annual income",Income Certificate
"official  work permit document used in brazil for formal employment
ctps número 3335495083 série 3335495083 
",Carteira de Trabalho
"be1ow poverty line certificate
bpl survey no 2661302880
family income below poverty line threshold
issued by gram panchayat 0ffice
bpl card holder carlos rodrigues 
",BPL Certificate
"card  showing an individu@l's socia1 security number
this card belongs to carlos rodrigues",Social Security Number
"aadhaar no 17108370
enrolment no 378020
dob 26/09/2005
governmcnt of india unique identification authority of india
gcnder male
uidai मेरा आधार मेरी पहचान",Aadhaar Card
"ctps número 0839829866 série 0839829866
contr@to de trabalho
data de admissão 22/04/2017
carteira dc trabalho c previdência social",Carteira de Trabalho
"laudo  médico
avaliação de deficiência
percentual de incapacidade 47%
médico responsável rohan mehta
cid hb003d",Medical/Disability Report
"earnings statement
federal tax state tax net pay 6908.45
gross earnings 4674.86
employee id 594379
pay period ending 10/12/1968",Last Pay Stubs
"d@ta de admissão 20/12/2017
contrato de trabalho
ctps númer0 24564698 série 24564698 
",Carteira de Trabalho
"lease term begins 05/11/2010 ends 05/11/2010
security deposit 3826.38
monthly rent due on the first of each month 8840.94
landlord m@ria souza tenant maria souza
residcnti@l lease agreement",Lease Agreement
"card showing an individual's social security number
s0ci@l security card issued",Social Security Number
"issued by gram panchayat office
family incomc below poverty line threshold
bpl card holder fernanda lima
bpl 5urvey n0 278416",BPL Certificate
"filiação priya nair
secretaria de segurança pública
carteira de identidade
rg número 1720540292 
",RG (ID)
"valid for one year from date of issue
certificate of annual income
issued by tchsildar office",Income Certificate
"net  payable 4415.87
employce name c@rlos rodrigues
pay period 02/11/1965",Income Proof
"account  number 03129454
opening bal@nce 5533.68 closing b@lance 5533.68
statement period 16/04/2005 t0 16/04/2005
branch name 78 andhcri east mumbai
account st@tement",Bank Statement
"photo identification document
driving license number 436463
passport no 573108889482 
",Government ID
"c0mpanhia de energia elétrica
fatura referente ao mês janeir0
comprovante de residência
conta de luz endereço 78 andheri east mumbai",Comprovante de Residência
brazilian medical report assessing degree of disability,Medical/Disability Report
"date of visit 21/03/1962
diagnosis 78 andheri east mumbai
treatment summary discharge notcs
attending physician fernanda lima 
",Medical Records
"date of visit 16/07/1999
patient medical record
treatment summary discharge notes
diagnosis 300 lakeview ave chic@go
attending physician mari@ souza 
",Medical Records
government  document confirming date @nd place of birth,Birth Certificate
"númer0  do cartão 6993348535
ministéri0 da saúde
cartão nacional de saúde
nome do usuário rohan mehta
sistema único de saúde sus",Cartão Nacional de Saúde
"residency verification 1etter
property address 45 mg road bengaluru
month1y rent 7492.63",Proof of Residency
brazilian  utility bill used as proof of address,Comprovante de Residência
"filiação john silva
secretari@ de segurança pública
carteira de identidade
registro geral 
",RG (ID)
"número do cadúnico 379185
cadastro único par@ programas sociais
renda familiar 2880.03
númer0 de identificação social nis 85048892",CadÚnico Registration
"registered d0cument no 751148599110
titlc deed of ownership
property situated at 45 mg road bengaluru
sale deed
survey number 208944 plot arca",Property Documents
"government issued personal identification number for benefits and tax purposes
social security administration",Social Security Number
"5ocial security number 05715023
this card belongs to priya nair
socia1 security card issued
social security administration 
",Social Security Number
"recent  earnings statement from an employer showing pay and deductions
federal tax state tax net pay 7189.11 
",Last Pay Stubs
"wages  tips other c0mpensation 1425.94
federa1 incomc tax withheld 927.84
form w-2 wage and tax statement
year to date gross 4426.18 
",Proof of Income
national  health card used to access public healthcare services in brazil,Cartão Nacional de Saúde
"identification card issued by department of motor vehicles
valid until 15/06/1969
driving license number 2481715018
passport no 60242280
photo identification document",Government ID
"document confirming a person's current residential address
consumer number 9300340916",Address Proof
"date  of birth as per school rccords 18/02/1962
age proof issued by 78 andheri east mumbai municipality
certificate of agc
school leaving certificate",Age Proof
"passport or driving license used to verify identity
valid until 27/04/1990",Government ID
"uti1ity  bill servicc address 12 main st springfield
property address 221b baker street
lease agreement between landlord and tenant
residency verification letter
monthly rent 3363.89",Proof of Residency
"sex male/female
place of birth 78 andheri east mumbai
registration no 5296545143
municipal corporation birth registry 
",Birth Certificate
registered  deed transferring ownership of real estate,Property Documents
"carteira de trabalho e previdênci@ social
ctps número 080488104101 série 080488104101
data de admissão 03/10/2001
contrato de trabalho",Carteira de Trabalho
"renda  f@miliar 3544.32
número de identificação social nis 154019
número do cadúnico 8149104521
cadastro único par@ programas sociais 
",CadÚnico Registration
"individual tax id document used for financial transactions in brazil
data de nascimento 16/03/2003",CPF
"below poverty line certificate
issued by gram panchayat office
bpl survey no 631511
family income below poverty line thresho1d
bpl card holder fernanda lima",BPL Certificate
"security deposit 4448.66
residentia1 lease agreement
landlord maria souza tenant maria souz@
lease term begins 03/07/1999 cnds 03/07/1999",Lease Agreement
"p@y period 03/04/1965
net payable 8231.55
basic salary hra deductions",Income Proof
"saldo de salário 7466.30
data do aviso prévio 17/07/1974
trct
termo de rescisão do contrato de trab@lho 
",Termo de Rescisão
"fatura referente ao mês january
conta de luz endereço 78 andheri east mumb@i
companhia de encrgia elétrica",Comprovante de Residência
"this  card shows my sus number for the brazilian public health system
nome do usuário maria souza 
",Cartão Nacional de Saúde
"official  scverance paperwork issued when a job ends in brazil
saldo de salário 3911.69",Termo de Rescisão
"shows gross earnings and net amount paid to an employee
basic salary hra deductions",Income Proof
"brazilian  document confirming the termination of an employment contract
d@ta do aviso prévio 07/04/2006",Termo de Rescisão
"reccit@ fcderal do brasil
cadastro de pessoas físicas
dat@ de n@scimento 24/07/1983",CPF
"nome  do usuári0 john silva
sistema único de saúde sus
ministério da saúde
número do cartã0 687800
cartão nacional de saúde",Cartão Nacional de Saúde
"year  to date gross 4431.04
wages tips other compensation 2499.50
federal income tax withheld 9367.71
pay stub earnings statement 
",Proof of Income
"número do cartão 49447284
cartão nacional de saúde
nome do usuário john silva
sistema único de saúde sus
ministério da saúde",Cartão Nacional de Saúde
passport or driving license used to verify identity,Government ID
"electricity  or water bill showing a resident's address in brazil
fatur@ referente ao mês april",Comprovante de Residência
"bpl card ho1der rohan mehta
family income below poverty line threshold
below poverty line certificate",BPL Certificate
"paystub  listing sa1ary breakdown for the pay period 
",Income Proof
official  brazilian id card issued by public security department,RG (ID)
hospital discharge summary with diagnosis and treating doctor name,Medical Records
"brazilian utility bill used as proof of address
fatura referente ao mês fevereiro",Comprovante de Residência
"public distribution system
r@tion card no 25655693
family members 83
state food civil supplies department",Ration Card
"school record or certificate sh0wing date of birth for age verification
school leaving certificate",Age Proof
"laudo médico
percentual de incapacidade 87%
cid 3gi6i0",Medical/Disability Report
"brazilian  medical report assessing degree of disability
avaliação de dcficiência",Medical/Disability Report
most recent paycheck stub used to verify current income,Last Pay Stubs
"5ale deed
registered document no 25505901
title deed of ownership
property situated at 221b 8aker street
this indenture m@de between
survey number 029692068180 plot area",Property Documents
"médico  responsável carlos rodrigues
laudo médico
cid 1f5g5d",Medical/Disability Report
"branch name rua das flores 88 sa0 paulo
account statement
account number 69995699
statement period 24/12/2024 to 24/12/2024",Bank Statement
"gross pay 6798.97
salary slip for the month of january
basic salary hra deductions",Income Proof
"fair  price shop
fami1y members 8
public distribution system",Ration Card
"official phot0 identification issued by a government agency
valid until 02/12/1979",Government ID
"termo dc rescisão do contrato de trabalh0
trct
data do aviso prévio 11/05/1971
saldo de salário 1667.94",Termo de Rescisão
"clinical  notes from a doctor's visit or hospital stay 
",Medical Records
"comprovante  de residência
conta de luz endereço 300 lakeview ave chicago
companhia de energia elétrica",Comprovante de Residência
"work history verification letter
dates 0f employment 14/04/2001 to 14/04/2001
employer john silv@ position 300 lakeview ave chicago
employment history summary",Work History
this letter confirms i live at this address and pay rent monthly,Lease Agreement
"issued by district hospital
certificate of disabi1ity
udid number 610737780250
pcrcentage of disability 65% 
",Disability Certificate
official brazilian id card issucd by public security department,RG (ID)
"d0cument confirming a household fa1ls below the poverty line
bpl card holder james carter",BPL Certificate
"employment history summary
employer vikram rao position 221b baker street
dates of emp1oymcnt 21/01/2012 to 21/01/2012",Work History
"5urvey number 1184012157 p1ot area
this indenture made between
property situatcd at 12 main st springfield
sale deed",Property Documents
"branch name 2218 baker street
account statement
statement period 27/04/1998 to 27/04/1998
ifsc code 0917g2
opening balance 3230.73 closing b@lance 3230.73 
",Bank Statement
monthly summary of deposits withdrawals and balance from a bank account,Bank Statement
"dates of employment 23/03/1985 to 23/03/1985
employment history summary
employer maria souza position 45 mg road bengaluru
work history verification lettcr",Work History
"form w-2 wage and tax st@tement
empl0yer identification number 61540161
federal income tax withheld 1113.11
wages tips other c0mpensation 2920.88
year to date gross 3902.52
pay stub earnings statement",Proof of Income
"gross pay 1691.24
basic s@lary hra deductions
employee n@me fernanda lima 
",Income Proof
brazilian work booklet recording employment history and contracts,Carteira de Trabalho
"rental agreement or bill confirming where someone lives
residency verification letter",Proof of Residency
document  used to confirm how old a person is,Age Proof
brazilian  government registry for low-income families seeking social programs,CadÚnico Registration
"income certificate no 6465913376
valid for one ye@r from date of issue
certificate of annual income
issued by tehsildar office",Income Certificate
rental  agreement or bill confirming where someone lives,Proof of Residency
"summary  of a person's past jobs and employment dates
dates of employment 22/09/1983 to 22/09/1983",Work History
official  record of when and where @ person was born,Birth Certificate
"termo de rcscisão do contr@to de trabalho
data do aviso prévio 09/04/1996
trct
saldo de 5alário 9732.84",Termo de Rescisão
"pay  period ending 26/01/1975
employee id 791969544960
fcdcral tax state tax nct pay 9990.16",Last Pay Stubs
"certificate of birth
municipal c0rporation birth registry
scx male/female
placc of birth 78 andheri east mumb@i
this is t0 certify that priya nair was born on 13/07/2023
registration no 509947154267",Birth Certificate
"recent earnings statement from an employer showing pay and deductions
federal tax state tax net pay 4162.00",Last Pay Stubs
"statement period 09/02/2013 to 09/02/2013
account statcment
opening balance 2312.00 closing balance 2312.00
ifsc code cg920c",Bank Statement
"f@mily entitlement c@rd f0r the public food distribution scheme
family members 58",Ration Card
"número  de identific@ção social nis 974909647583
número do cadúnico 5738704752
renda familiar 4318.97",CadÚnico Registration
"federal  tax statc tax net pay 2815.03
pay period ending 17/10/1974
gr0ss earnings 5061.49
employee id 067130134172
earnings statement 
",Last Pay Stubs
"residential  lease agreemcnt
lease term begins 17/12/1973 ends 17/12/1973
landlord maria souza tenant m@ria souza",Lease Agreement
"soci@l  security card issued
5ocial security administrati0n
social security number 18714686",Social Security Number
"emp1oyer james carter p0sition 78 andheri east mumbai
work history verification letter
dates of employment 27/01/1968 t0 27/01/1968
employment history summary",Work History
"medical board assessment
percentage of disability 8%
disability type: locomotor/visual/hearing
certificate of disability 
",Disability Certificate
"statement period 24/08/1984 t0 24/08/1984
opening 8alance 1200.58 cl0sing balance 1200.58
ifsc code g0dh9g
branch name 300 lakeview ave chicago
account st@tement
account number 9440055626",Bank Statement
"passport or driving license used to verify identity
passport no 133455",Government ID
"registro geral
5ecretaria dc segurança pública
rg número 65179328
carteir@ de identidade",RG (ID)
"disability  type: locomotor/visual/hearing
issued by district h0spital
udid number 0371549656
certificate of disability
percentage of disability 93%
medical board assessment",Disability Certificate
"monthly  rent due on the first of each month 9927.11
landlord sarah johns0n tenant sarah j0hnson
residential lease agreement
security deposit 838.21",Lease Agreement
"feder@l income tax withheld 724.38
employer identification number 915341432084
wages tips other compensation 8413.78
ye@r to date gross 6864.33
form w-2 wage and tax statcment
pay stub earnings statement",Proof of Income
"titlc deed of ownership
5ale deed
survey number 628652 plot area
property situated at 78 andheri east mumbai
registcred document no 595417 
",Property Documents
rental contract specifying monthly rent @nd lease term,Lease Agreement
"pay period 06/01/2024
gross pay 1007.23
salary slip for the month of march
net payablc 3677.10
basic salary hra deductions 
",Income Proof
"individual tax id document used for financial transactions in brazil
receita federal do brasil",CPF
"contr@to de trabalho
carteira de traba1ho e previdência soci@l
data de admissão 13/07/2023
ctps número 250109291989 5érie 250109291989",Carteira de Trabalho
"bpl survey no 161706111820
issued by gram p@nchayat office
family income below poverty line threshold
bpl card holder john silva",BPL Certificate
"work history verific@tion letter
employer carlos rodrigues positi0n rua das flores 88 sao paulo
employment history summary
dates of employment 17/03/1979 to 17/03/1979",Work History
"ministério da saúde
nome do usuário john silva
número d0 cartão 732262
sistema único de saúde sus
cartão nacional de saúde",Cartão Nacional de Saúde
"cartão  naci0nal de 5aúde
nome do usuári0 anita desai
número do cartão 955637008264",Cartão Nacional de Saúde
"employee id 05916840
gross earnings 5776.97
pay period ending 10/02/2024
e@rnings statement
federal tax state tax net pay 8211.80",Last Pay Stubs
"hospital discharge summary with diagnosis and treating doctor name
attending physician john silva 
",Medical Records
"official mail used to verify where you reside 
",Address Proof
"official  severance paperw0rk issued when a job ends in brazil
dat@ do aviso prévio 25/10/1982",Termo de Rescisão
"government of india unique identific@tion auth0rity of india
address: 221b baker street
dob 12/04/2020
gender male
enrolment no 265632162506",Aadhaar Card
"conta de luz endereço 300 lakeview ave chicago
companhia de energia elétrica
fatura referente ao mês janeiro",Comprovante de Residência
"statement  period 19/06/1968 to 19/06/1968
branch name 221b baker street
opening b@lance 8167.13 closing balance 8167.13
account number 057586
account statement",Bank Statement
"conta  de luz endereç0 300 lakeview ave chicago
fatura referente ao mês february
companhia de energia elétrica",Comprovante de Residência
brazilian general registry identity card with photo,RG (ID)
"a utility bill or lctter showing where someone currently lives
electricity bill",Address Proof
"photo idcntification document
v@lid until 03/02/1998
passport no 4824109957
idcntification card issued by department of motor vehicles",Government ID
"uidai मेरा आधार मेरी पहचान
government of india unique identification authority of india
address: 221b baker street
enrolment no 68584985",Aadhaar Card
government issued personal identification number for bcnefits and tax purposes,Social Security Number
"earnings  statement
employee id 257327
federal tax state t@x nct pay 1945.69
pay period ending 11/05/2009
gross earnings 3463.07",Last Pay Stubs
"diagnosis  rua das flores 88 sao paulo
patient medical record
treatmcnt summary discharge notes",Medical Records
"municipal corporation birth registry
registration no 88263192
sex male/female
this is to certify that fernanda lima was born on 05/04/1981
place of birth 12 main st springfield
certificate 0f birth",Birth Certificate
doctor-issued  asscssmcnt of physical or sensory impairment,Disability Certificate
"passport no 96488456
identification card issued by department of m0tor vehicles
photo identification document 
",Government ID
"official mail used to verify where you reside
residential certificate issued to anita desai 
",Address Proof
document listing all family members eligible for subsidized rations,Ration Card
"opening bal@nce 6478.67 closing ba1ance 6478.67
account statement
statement period 17/08/1981 to 17/08/1981
branch name 45 mg r0ad bengaluru
account number 550788917331
ifsc code 3a39je",Bank Statement
"electricity or water bill showing a resident's address in brazil
conta de luz endereço 221b baker street",Comprovante de Residência
"passport  or driving license used to verify identity
photo identification document",Government ID
"hospital discharge summary with diagnosis and tre@ting doctor name
treatment summary discharge notes",Medical Records
"document listing all family members cligible for subsidized rations
public distribution system",Ration Card
government certification of low-income family status,BPL Certificate
"social security number 097769594172
this card belongs to priya nair
social security administration
social security card issued",Social Security Number
summary  of a person's past jobs and employment dates,Work History
"title document for a residenti@l or commercial property
registered document no 094979",Property Documents
