region,office_id,office_type,date,day_of_week,hour,is_holiday,weather,seasonal_factor,num_visitors,actual_wait_time_minutes,crowd_level
BR,br_office_4,government_office,2025-03-13,3,13,0,storm,1.0,28,33,moderate
BR,br_office_4,government_office,2025-03-13,3,14,0,extreme_heat,1.0,47,40,high
BR,br_office_4,government_office,2025-03-13,3,15,0,clear,1.0,44,36,moderate
BR,br_office_4,government_office,2025-03-13,3,16,0,rain,1.0,32,38,moderate
BR,br_office_4,government_office,2025-03-14,4,9,0,normal,1.0,25,28,moderate
BR,br_office_4,government_office,2025-03-14,4,10,0,storm,1.0,24,18,moderate
BR,br_office_4,government_office,2025-03-14,4,11,0,normal,1.0,62,46,high
BR,br_office_4,government_office,2025-03-14,4,12,0,storm,1.0,10,3,low
BR,br_office_4,government_office,2025-03-14,4,13,0,rain,1.0,44,43,moderate
BR,br_office_4,government_office,2025-03-14,4,14,0,clear,1.0,49,46,high
BR,br_office_4,government_office,2025-03-14,4,15,0,extreme_heat,1.0,31,30,moderate
BR,br_office_4,government_office,2025-03-14,4,16,0,clear,1.0,21,21,moderate
BR,br_office_4,government_office,2025-03-15,5,9,0,clear,1.0,8,2,low
BR,br_office_4,government_office,2025-03-15,5,10,0,storm,1.0,8,3,low
BR,br_office_4,government_office,2025-03-15,5,11,0,extreme_heat,1.0,14,13,low
BR,br_office_4,government_office,2025-03-15,5,12,0,rain,1.0,8,14,low
BR,br_office_4,government_office,2025-03-15,5,13,0,extreme_heat,1.0,11,14,low
BR,br_office_4,government_office,2025-03-15,5,14,0,rain,1.0,11,9,low
BR,br_office_4,government_office,2025-03-15,5,15,0,clear,1.0,28,26,moderate
BR,br_office_4,government_office,2025-03-15,5,16,0,storm,1.0,12,12,low
BR,br_office_4,government_office,2025-03-16,6,9,0,extreme_heat,1.0,19,15,low
BR,br_office_4,government_office,2025-03-16,6,10,0,storm,1.0,23,22,moderate
BR,br_office_4,government_office,2025-03-16,6,11,0,rain,1.0,28,24,moderate
BR,br_office_4,government_office,2025-03-16,6,12,0,extreme_heat,1.0,9,5,low
BR,br_office_4,government_office,2025-03-16,6,13,0,clear,1.0,17,19,low
BR,br_office_4,government_office,2025-03-16,6,14,0,normal,1.0,24,28,moderate
BR,br_office_4,government_office,2025-03-16,6,15,0,rain,1.0,22,14,moderate
BR,br_office_4,government_office,2025-03-16,6,16,0,clear,1.0,11,12,low
BR,br_office_4,government_office,2025-03-17,0,9,0,extreme_heat,1.0,16,14,low
BR,br_office_4,government_office,2025-03-17,0,10,0,rain,1.0,47,40,high
BR,br_office_4,government_office,2025-03-17,0,11,0,clear,1.0,49,42,high
BR,br_office_4,government_office,2025-03-17,0,12,0,storm,1.0,22,24,moderate
BR,br_office_4,government_office,2025-03-17,0,13,0,rain,1.0,28,23,moderate
BR,br_office_4,government_office,2025-03-17,0,14,0,storm,1.0,24,21,moderate
BR,br_office_4,government_office,2025-03-17,0,15,0,clear,1.0,54,36,high
BR,br_office_4,government_office,2025-03-17,0,16,0,rain,1.0,20,20,moderate
BR,br_office_4,government_office,2025-03-18,1,9,0,normal,1.0,31,32,moderate
BR,br_office_4,government_office,2025-03-18,1,10,0,storm,1.0,26,27,moderate
BR,br_office_4,government_office,2025-03-18,1,11,0,rain,1.0,41,32,moderate
BR,br_office_4,government_office,2025-03-18,1,12,0,normal,1.0,42,35,moderate
BR,br_office_4,government_office,2025-03-18,1,13,0,normal,1.0,42,43,moderate
BR,br_office_4,government_office,2025-03-18,1,14,0,rain,1.0,38,26,moderate
BR,br_office_4,government_office,2025-03-18,1,15,0,normal,1.0,46,37,high
BR,br_office_4,government_office,2025-03-18,1,16,0,normal,1.0,15,10,low
BR,br_office_4,government_office,2025-03-19,2,9,0,normal,1.0,19,19,low
BR,br_office_4,government_office,2025-03-19,2,10,0,extreme_heat,1.0,33,34,moderate
BR,br_office_4,government_office,2025-03-19,2,11,0,clear,1.0,48,42,high
BR,br_office_4,government_office,2025-03-19,2,12,0,storm,1.0,31,30,moderate
BR,br_office_4,government_office,2025-03-19,2,13,0,extreme_heat,1.0,29,29,moderate
BR,br_office_4,government_office,2025-03-19,2,14,0,rain,1.0,39,33,moderate
BR,br_office_4,government_office,2025-03-19,2,15,0,storm,1.0,21,24,moderate
BR,br_office_4,government_office,2025-03-19,2,16,0,extreme_heat,1.0,17,7,low
BR,br_office_4,government_office,2025-03-20,3,9,0,storm,1.0,9,12,low
BR,br_office_4,government_office,2025-03-20,3,10,0,storm,1.0,26,22,moderate
BR,br_office_4,government_office,2025-03-20,3,11,0,rain,1.0,44,35,moderate
BR,br_office_4,government_office,2025-03-20,3,12,0,normal,1.0,36,36,moderate
BR,br_office_4,government_office,2025-03-20,3,13,0,clear,1.0,46,38,high
BR,br_office_4,government_office,2025-03-20,3,14,0,extreme_heat,1.0,38,35,moderate
BR,br_office_4,government_office,2025-03-20,3,15,0,clear,1.0,50,38,high
BR,br_office_4,government_office,2025-03-20,3,16,0,extreme_heat,1.0,22,19,moderate
BR,br_office_4,government_office,2025-03-21,4,9,0,rain,1.0,36,35,moderate
BR,br_office_4,government_office,2025-03-21,4,10,0,clear,1.0,47,40,high
BR,br_office_4,government_office,2025-03-21,4,11,0,rain,1.0,32,23,moderate
BR,br_office_4,government_office,2025-03-21,4,12,0,clear,1.0,40,28,moderate
BR,br_office_4,government_office,2025-03-21,4,13,0,clear,1.0,45,47,high
BR,br_office_4,government_office,2025-03-21,4,14,0,storm,1.0,30,37,moderate
BR,br_office_4,government_office,2025-03-21,4,15,0,extreme_heat,1.0,42,31,moderate
BR,br_office_4,government_office,2025-03-21,4,16,0,storm,1.0,17,17,low
BR,br_office_4,government_office,2025-03-22,5,9,0,rain,1.0,16,16,low
BR,br_office_4,government_office,2025-03-22,5,10,0,rain,1.0,19,16,low
BR,br_office_4,government_office,2025-03-22,5,11,0,storm,1.0,30,21,moderate
BR,br_office_4,government_office,2025-03-22,5,12,0,normal,1.0,25,26,moderate
BR,br_office_4,government_office,2025-03-22,5,13,0,storm,1.0,0,2,low
BR,br_office_4,government_office,2025-03-22,5,14,0,normal,1.0,24,22,moderate
BR,br_office_4,government_office,2025-03-22,5,15,0,normal,1.0,30,22,moderate
BR,br_office_4,government_office,2025-03-22,5,16,0,storm,1.0,4,2,low
BR,br_office_4,government_office,2025-03-23,6,9,0,rain,1.0,21,21,moderate
BR,br_office_4,government_office,2025-03-23,6,10,0,rain,1.0,18,21,low
BR,br_office_4,government_office,2025-03-23,6,11,0,rain,1.0,14,20,low
BR,br_office_4,government_office,2025-03-23,6,12,0,rain,1.0,5,9,low
BR,br_office_4,government_office,2025-03-23,6,13,0,rain,1.0,24,30,moderate
BR,br_office_4,government_office,2025-03-23,6,14,0,clear,1.0,20,7,moderate
BR,br_office_4,government_office,2025-03-23,6,15,0,normal,1.0,29,25,moderate
BR,br_office_4,government_office,2025-03-23,6,16,0,normal,1.0,12,17,low
BR,br_office_4,government_office,2025-03-24,0,9,0,storm,1.0,16,20,low
BR,br_office_4,government_office,2025-03-24,0,10,0,normal,1.0,60,56,high
BR,br_office_4,government_office,2025-03-24,0,11,0,clear,1.0,45,36,high
BR,br_office_4,government_office,2025-03-24,0,12,0,storm,1.0,36,29,moderate
BR,br_office_4,government_office,2025-03-24,0,13,0,normal,1.0,46,46,high
BR,br_office_4,government_office,2025-03-24,0,14,0,normal,1.0,54,41,high
BR,br_office_4,government_office,2025-03-24,0,15,0,rain,1.0,32,30,moderate
BR,br_office_4,government_office,2025-03-24,0,16,0,clear,1.0,22,19,moderate
BR,br_office_4,government_office,2025-03-25,1,9,0,normal,1.0,34,29,moderate
BR,br_office_4,government_office,2025-03-25,1,10,0,normal,1.0,63,58,high
BR,br_office_4,government_office,2025-03-25,1,11,0,rain,1.0,42,33,moderate
BR,br_office_4,government_office,2025-03-25,1,12,0,extreme_heat,1.0,22,27,moderate
BR,br_office_4,government_office,2025-03-25,1,13,0,rain,1.0,21,11,moderate
BR,br_office_4,government_office,2025-03-25,1,14,0,extreme_heat,1.0,48,40,high
BR,br_office_4,government_office,2025-03-25,1,15,0,clear,1.0,58,51,high
BR,br_office_4,government_office,2025-03-25,1,16,0,clear,1.0,20,19,moderate
BR,br_office_4,government_office,2025-03-26,2,9,0,rain,1.0,19,20,low
BR,br_office_4,government_office,2025-03-26,2,10,0,clear,1.0,56,46,high
BR,br_office_4,government_office,2025-03-26,2,11,0,clear,1.0,51,45,high
BR,br_office_4,government_office,2025-03-26,2,12,0,clear,1.0,43,40,moderate
BR,br_office_4,government_office,2025-03-26,2,13,0,clear,1.0,38,32,moderate
BR,br_office_4,government_office,2025-03-26,2,14,0,rain,1.0,52,50,high
BR,br_office_4,government_office,2025-03-26,2,15,0,clear,1.0,61,53,high
BR,br_office_4,government_office,2025-03-26,2,16,0,extreme_heat,1.0,22,26,moderate
BR,br_office_4,government_office,2025-03-27,3,9,0,extreme_heat,1.0,7,8,low
BR,br_office_4,government_office,2025-03-27,3,10,0,normal,1.0,42,40,moderate
BR,br_office_4,government_office,2025-03-27,3,11,0,normal,1.0,54,52,high
BR,br_office_4,government_office,2025-03-27,3,12,0,storm,1.0,18,10,low
BR,br_office_4,government_office,2025-03-27,3,13,0,storm,1.0,27,19,moderate
BR,br_office_4,government_office,2025-03-27,3,14,0,rain,1.0,42,22,moderate
BR,br_office_4,government_office,2025-03-27,3,15,0,extreme_heat,1.0,36,32,moderate
BR,br_office_4,government_office,2025-03-27,3,16,0,rain,1.0,34,26,moderate
BR,br_office_4,government_office,2025-03-28,4,9,0,storm,1.0,18,12,low
BR,br_office_4,government_office,2025-03-28,4,10,0,rain,1.0,33,21,moderate
BR,br_office_4,government_office,2025-03-28,4,11,0,extreme_heat,1.0,48,45,high
BR,br_office_4,government_office,2025-03-28,4,12,0,normal,1.0,52,52,high
BR,br_office_4,government_office,2025-03-28,4,13,0,clear,1.0,39,47,moderate
BR,br_office_4,government_office,2025-03-28,4,14,0,extreme_heat,1.0,47,38,high
BR,br_office_4,government_office,2025-03-28,4,15,0,clear,1.0,48,41,high
BR,br_office_4,government_office,2025-03-28,4,16,0,rain,1.0,19,12,low
BR,br_office_4,government_office,2025-03-29,5,9,0,extreme_heat,1.0,17,17,low
BR,br_office_4,government_office,2025-03-29,5,10,0,storm,1.0,20,15,moderate
BR,br_office_4,government_office,2025-03-29,5,11,0,rain,1.0,33,30,moderate
BR,br_office_4,government_office,2025-03-29,5,12,0,extreme_heat,1.0,12,12,low
BR,br_office_4,government_office,2025-03-29,5,13,0,rain,1.0,17,16,low
BR,br_office_4,government_office,2025-03-29,5,14,0,clear,1.0,20,25,moderate
BR,br_office_4,government_office,2025-03-29,5,15,0,clear,1.0,22,18,moderate
BR,br_office_4,government_office,2025-03-29,5,16,0,storm,1.0,2,2,low
BR,br_office_4,government_office,2025-03-30,6,9,0,rain,1.0,11,2,low
BR,br_office_4,government_office,2025-03-30,6,10,0,extreme_heat,1.0,20,20,moderate
BR,br_office_4,government_office,2025-03-30,6,11,0,rain,1.0,18,19,low
BR,br_office_4,government_office,2025-03-30,6,12,0,normal,1.0,12,17,low
BR,br_office_4,government_office,2025-03-30,6,13,0,extreme_heat,1.0,21,13,moderate
BR,br_office_4,government_office,2025-03-30,6,14,0,storm,1.0,26,18,moderate
BR,br_office_4,government_office,2025-03-30,6,15,0,rain,1.0,25,23,moderate
BR,br_office_4,government_office,2025-03-30,6,16,0,rain,1.0,0,2,low
BR,br_office_4,government_office,2025-03-31,0,9,0,extreme_heat,1.0,9,5,low
BR,br_office_4,government_office,2025-03-31,0,10,0,normal,1.0,56,43,high
BR,br_office_4,government_office,2025-03-31,0,11,0,storm,1.0,36,37,moderate
BR,br_office_4,government_office,2025-03-31,0,12,0,extreme_heat,1.0,27,21,moderate
BR,br_office_4,government_office,2025-03-31,0,13,0,clear,1.0,46,31,high
BR,br_office_4,government_office,2025-03-31,0,14,0,extreme_heat,1.0,41,33,moderate
BR,br_office_4,government_office,2025-03-31,0,15,0,clear,1.0,43,33,moderate
BR,br_office_4,government_office,2025-03-31,0,16,0,rain,1.0,13,10,low
BR,br_office_4,government_office,2025-04-01,1,9,0,extreme_heat,1.15,24,19,moderate
BR,br_office_4,government_office,2025-04-01,1,10,0,clear,1.15,60,53,high
BR,br_office_4,government_office,2025-04-01,1,11,0,rain,1.15,46,43,high
BR,br_office_4,government_office,2025-04-01,1,12,0,extreme_heat,1.15,37,30,moderate
BR,br_office_4,government_office,2025-04-01,1,13,0,normal,1.15,43,42,moderate
BR,br_office_4,government_office,2025-04-01,1,14,0,normal,1.15,47,38,high
BR,br_office_4,government_office,2025-04-01,1,15,0,rain,1.15,54,48,high
BR,br_office_4,government_office,2025-04-01,1,16,0,extreme_heat,1.15,25,19,moderate
BR,br_office_4,government_office,2025-04-02,2,9,0,rain,1.15,29,16,moderate
BR,br_office_4,government_office,2025-04-02,2,10,0,normal,1.15,55,60,high
BR,br_office_4,government_office,2025-04-02,2,11,0,normal,1.15,78,66,high
BR,br_office_4,government_office,2025-04-02,2,12,0,storm,1.15,23,14,moderate
BR,br_office_4,government_office,2025-04-02,2,13,0,clear,1.15,52,50,high
BR,br_office_4,government_office,2025-04-02,2,14,0,rain,1.15,65,48,high
BR,br_office_4,government_office,2025-04-02,2,15,0,storm,1.15,44,35,moderate
BR,br_office_4,government_office,2025-04-02,2,16,0,storm,1.15,13,12,low
BR,br_office_4,government_office,2025-04-03,3,9,0,storm,1.15,17,11,low
BR,br_office_4,government_office,2025-04-03,3,10,0,extreme_heat,1.15,46,41,high
BR,br_office_4,government_office,2025-04-03,3,11,0,storm,1.15,40,30,moderate
BR,br_office_4,government_office,2025-04-03,3,12,0,clear,1.15,36,35,moderate
BR,br_office_4,government_office,2025-04-03,3,13,0,extreme_heat,1.15,43,36,moderate
BR,br_office_4,government_office,2025-04-03,3,14,0,extreme_heat,1.15,48,45,high
BR,br_office_4,government_office,2025-04-03,3,15,0,normal,1.15,58,49,high
BR,br_office_4,government_office,2025-04-03,3,16,0,rain,1.15,38,33,moderate
BR,br_office_4,government_office,2025-04-04,4,9,0,normal,1.15,33,25,moderate
BR,br_office_4,government_office,2025-04-04,4,10,0,storm,1.15,34,28,moderate
BR,br_office_4,government_office,2025-04-04,4,11,0,rain,1.15,45,45,high
BR,br_office_4,government_office,2025-04-04,4,12,0,extreme_heat,1.15,40,33,moderate
BR,br_office_4,government_office,2025-04-04,4,13,0,extreme_heat,1.15,32,26,moderate
BR,br_office_4,government_office,2025-04-04,4,14,0,rain,1.15,44,33,moderate
BR,br_office_4,government_office,2025-04-04,4,15,0,clear,1.15,62,61,high
BR,br_office_4,government_office,2025-04-04,4,16,0,storm,1.15,19,22,low
BR,br_office_4,government_office,2025-04-05,5,9,0,storm,1.15,5,6,low
BR,br_office_4,government_office,2025-04-05,5,10,0,rain,1.15,29,20,moderate
BR,br_office_4,government_office,2025-04-05,5,11,0,storm,1.15,28,28,moderate
BR,br_office_4,government_office,2025-04-05,5,12,0,clear,1.15,29,33,moderate
BR,br_office_4,government_office,2025-04-05,5,13,0,clear,1.15,21,16,moderate
BR,br_office_4,government_office,2025-04-05,5,14,0,clear,1.15,30,27,moderate
BR,br_office_4,government_office,2025-04-05,5,15,0,rain,1.15,22,15,moderate
BR,br_office_4,government_office,2025-04-05,5,16,0,clear,1.15,23,18,moderate
BR,br_office_4,government_office,2025-04-06,6,9,0,extreme_heat,1.15,4,3,low
BR,br_office_4,government_office,2025-04-06,6,10,0,extreme_heat,1.15,25,17,moderate
BR,br_office_4,government_office,2025-04-06,6,11,0,rain,1.15,24,28,moderate
BR,br_office_4,government_office,2025-04-06,6,12,0,extreme_heat,1.15,25,22,moderate
BR,br_office_4,government_office,2025-04-06,6,13,0,rain,1.15,17,14,low
BR,br_office_4,government_office,2025-04-06,6,14,0,storm,1.15,15,6,low
BR,br_office_4,government_office,2025-04-06,6,15,0,clear,1.15,22,20,moderate
BR,br_office_4,government_office,2025-04-06,6,16,0,normal,1.15,18,12,low
BR,br_office_4,government_office,2025-04-07,0,9,0,rain,1.15,24,18,moderate
BR,br_office_4,government_office,2025-04-07,0,10,0,extreme_heat,1.15,39,34,moderate
BR,br_office_4,government_office,2025-04-07,0,11,0,normal,1.15,64,56,high
BR,br_office_4,government_office,2025-04-07,0,12,0,extreme_heat,1.15,40,36,moderate
BR,br_office_4,government_office,2025-04-07,0,13,0,clear,1.15,46,46,high
BR,br_office_4,government_office,2025-04-07,0,14,0,extreme_heat,1.15,35,32,moderate
BR,br_office_4,government_office,2025-04-07,0,15,0,extreme_heat,1.15,45,43,high
BR,br_office_4,government_office,2025-04-07,0,16,0,extreme_heat,1.15,21,14,moderate
BR,br_office_4,government_office,2025-04-08,1,9,0,rain,1.15,27,27,moderate
BR,br_office_4,government_office,2025-04-08,1,10,0,storm,1.15,31,26,moderate
BR,br_office_4,government_office,2025-04-08,1,11,0,clear,1.15,59,52,high
BR,br_office_4,government_office,2025-04-08,1,12,0,clear,1.15,45,45,high
BR,br_office_4,government_office,2025-04-08,1,13,0,extreme_heat,1.15,36,31,moderate
BR,br_office_4,government_office,2025-04-08,1,14,0,rain,1.15,66,64,high
BR,br_office_4,government_office,2025-04-08,1,15,0,extreme_heat,1.15,43,37,moderate
BR,br_office_4,government_office,2025-04-08,1,16,0,extreme_heat,1.15,36,36,moderate
BR,br_office_4,government_office,2025-04-09,2,9,0,extreme_heat,1.15,21,21,moderate
BR,br_office_4,government_office,2025-04-09,2,10,0,rain,1.15,52,51,high
BR,br_office_4,government_office,2025-04-09,2,11,0,rain,1.15,44,45,moderate
BR,br_office_4,government_office,2025-04-09,2,12,0,rain,1.15,43,42,moderate
BR,br_office_4,government_office,2025-04-09,2,13,0,clear,1.15,40,30,moderate
BR,br_office_4,government_office,2025-04-09,2,14,0,normal,1.15,65,49,high
BR,br_office_4,government_office,2025-04-09,2,15,0,storm,1.15,29,29,moderate
BR,br_office_4,government_office,2025-04-09,2,16,0,normal,1.15,28,17,moderate
BR,br_office_4,government_office,2025-04-10,3,9,0,storm,1.15,17,13,low
BR,br_office_4,government_office,2025-04-10,3,10,0,extreme_heat,1.15,48,51,high
BR,br_office_4,government_office,2025-04-10,3,11,0,extreme_heat,1.15,45,35,high
BR,br_office_4,government_office,2025-04-10,3,12,0,extreme_heat,1.15,36,24,moderate
BR,br_office_4,government_office,2025-04-10,3,13,0,extreme_heat,1.15,45,52,high
BR,br_office_4,government_office,2025-04-10,3,14,0,normal,1.15,60,56,high
BR,br_office_4,government_office,2025-04-10,3,15,0,normal,1.15,57,57,high
BR,br_office_4,government_office,2025-04-10,3,16,0,clear,1.15,37,27,moderate
BR,br_office_4,government_office,2025-04-11,4,9,0,clear,1.15,39,23,moderate
BR,br_office_4,government_office,2025-04-11,4,10,0,normal,1.15,61,61,high
BR,br_office_4,government_office,2025-04-11,4,11,0,clear,1.15,65,60,high
BR,br_office_4,government_office,2025-04-11,4,12,0,rain,1.15,35,39,moderate
BR,br_office_4,government_office,2025-04-11,4,13,0,normal,1.15,41,37,moderate
BR,br_office_4,government_office,2025-04-11,4,14,0,storm,1.15,33,26,moderate
BR,br_office_4,government_office,2025-04-11,4,15,0,extreme_heat,1.15,43,46,moderate
BR,br_office_4,government_office,2025-04-11,4,16,0,extreme_heat,1.15,26,14,moderate
BR,br_office_4,government_office,2025-04-12,5,9,0,clear,1.15,12,11,low
BR,br_office_4,government_office,2025-04-12,5,10,0,storm,1.15,15,15,low
BR,br_office_4,government_office,2025-04-12,5,11,0,storm,1.15,9,2,low
BR,br_office_4,government_office,2025-04-12,5,12,0,normal,1.15,18,20,low
BR,br_office_4,government_office,2025-04-12,5,13,0,rain,1.15,30,26,moderate
BR,br_office_4,government_office,2025-04-12,5,14,0,storm,1.15,16,18,low
BR,br_office_4,government_office,2025-04-12,5,15,0,rain,1.15,31,24,moderate
BR,br_office_4,government_office,2025-04-12,5,16,0,clear,1.15,19,20,low
BR,br_office_4,government_office,2025-04-13,6,9,0,extreme_heat,1.15,16,17,low
BR,br_office_4,government_office,2025-04-13,6,10,0,clear,1.15,39,24,moderate
BR,br_office_4,government_office,2025-04-13,6,11,0,extreme_heat,1.15,19,16,low
BR,br_office_4,government_office,2025-04-13,6,12,0,clear,1.15,29,25,moderate
BR,br_office_4,government_office,2025-04-13,6,13,0,storm,1.15,13,17,low
BR,br_office_4,government_office,2025-04-13,6,14,0,clear,1.15,20,19,moderate
BR,br_office_4,government_office,2025-04-13,6,15,0,extreme_heat,1.15,28,19,moderate
BR,br_office_4,government_office,2025-04-13,6,16,0,clear,1.15,17,12,low
BR,br_office_4,government_office,2025-04-14,0,9,0,clear,1.15,39,21,moderate
BR,br_office_4,government_office,2025-04-14,0,10,0,normal,1.15,60,54,high
BR,br_office_4,government_office,2025-04-14,0,11,0,storm,1.15,40,30,moderate
BR,br_office_4,government_office,2025-04-14,0,12,0,normal,1.15,36,34,moderate
BR,br_office_4,government_office,2025-04-14,0,13,0,storm,1.15,17,14,low
BR,br_office_4,government_office,2025-04-14,0,14,0,storm,1.15,39,32,moderate
BR,br_office_4,government_office,2025-04-14,0,15,0,clear,1.15,51,36,high
BR,br_office_4,government_office,2025-04-14,0,16,0,clear,1.15,33,20,moderate
BR,br_office_4,government_office,2025-04-15,1,9,0,rain,1.15,33,26,moderate
BR,br_office_4,government_office,2025-04-15,1,10,0,storm,1.15,41,28,moderate
BR,br_office_4,government_office,2025-04-15,1,11,0,storm,1.15,43,33,moderate
BR,br_office_4,government_office,2025-04-15,1,12,0,normal,1.15,35,33,moderate
BR,br_office_4,government_office,2025-04-15,1,13,0,rain,1.15,40,34,moderate
BR,br_office_4,government_office,2025-04-15,1,14,0,clear,1.15,58,53,high
BR,br_office_4,government_office,2025-04-15,1,15,0,storm,1.15,41,31,moderate
BR,br_office_4,government_office,2025-04-15,1,16,0,extreme_heat,1.15,26,27,moderate
BR,br_office_4,government_office,2025-04-16,2,9,0,rain,1.15,28,32,moderate
BR,br_office_4,government_office,2025-04-16,2,10,0,clear,1.15,63,56,high
BR,br_office_4,government_office,2025-04-16,2,11,0,clear,1.15,56,52,high
BR,br_office_4,government_office,2025-04-16,2,12,0,normal,1.15,48,44,high
BR,br_office_4,government_office,2025-04-16,2,13,0,rain,1.15,33,31,moderate
BR,br_office_4,government_office,2025-04-16,2,14,0,clear,1.15,66,56,high
BR,br_office_4,government_office,2025-04-16,2,15,0,extreme_heat,1.15,55,60,high
BR,br_office_4,government_office,2025-04-16,2,16,0,rain,1.15,26,25,moderate
BR,br_office_4,government_office,2025-04-17,3,9,0,clear,1.15,29,26,moderate
BR,br_office_4,government_office,2025-04-17,3,10,0,extreme_heat,1.15,53,58,high
BR,br_office_4,government_office,2025-04-17,3,11,0,normal,1.15,60,47,high
BR,br_office_4,government_office,2025-04-17,3,12,0,normal,1.15,47,51,high
BR,br_office_4,government_office,2025-04-17,3,13,0,extreme_heat,1.15,34,37,moderate
BR,br_office_4,government_office,2025-04-17,3,14,0,clear,1.15,56,47,high
BR,br_office_4,government_office,2025-04-17,3,15,0,extreme_heat,1.15,46,34,high
BR,br_office_4,government_office,2025-04-17,3,16,0,storm,1.15,5,4,low
BR,br_office_4,government_office,2025-04-18,4,9,0,storm,1.15,21,27,moderate
BR,br_office_4,government_office,2025-04-18,4,10,0,rain,1.15,54,55,high
BR,br_office_4,government_office,2025-04-18,4,11,0,clear,1.15,65,51,high
BR,br_office_4,government_office,2025-04-18,4,12,0,rain,1.15,36,31,moderate
BR,br_office_4,government_office,2025-04-18,4,13,0,clear,1.15,40,26,moderate
BR,br_office_4,government_office,2025-04-18,4,14,0,rain,1.15,54,48,high
BR,br_office_4,government_office,2025-04-18,4,15,0,normal,1.15,49,38,high
BR,br_office_4,government_office,2025-04-18,4,16,0,storm,1.15,7,8,low
BR,br_office_4,government_office,2025-04-19,5,9,0,extreme_heat,1.15,18,14,low
BR,br_office_4,government_office,2025-04-19,5,10,0,clear,1.15,27,21,moderate
BR,br_office_4,government_office,2025-04-19,5,11,0,normal,1.15,22,22,moderate
BR,br_office_4,government_office,2025-04-19,5,12,0,rain,1.15,18,13,low
BR,br_office_4,government_office,2025-04-19,5,13,0,storm,1.15,18,19,low
BR,br_office_4,government_office,2025-04-19,5,14,0,clear,1.15,28,25,moderate
BR,br_office_4,government_office,2025-04-19,5,15,0,storm,1.15,26,26,moderate
BR,br_office_4,government_office,2025-04-19,5,16,0,clear,1.15,12,15,low
BR,br_office_4,government_office,2025-04-20,6,9,0,rain,1.15,9,3,low
BR,br_office_4,government_office,2025-04-20,6,10,0,normal,1.15,31,32,moderate
BR,br_office_4,government_office,2025-04-20,6,11,0,rain,1.15,18,23,low
BR,br_office_4,government_office,2025-04-20,6,12,0,extreme_heat,1.15,19,21,low
BR,br_office_4,government_office,2025-04-20,6,13,0,normal,1.15,26,15,moderate
BR,br_office_4,government_office,2025-04-20,6,14,0,clear,1.15,8,6,low
BR,br_office_4,government_office,2025-04-20,6,15,0,clear,1.15,34,22,moderate
BR,br_office_4,government_office,2025-04-20,6,16,0,rain,1.15,11,11,low
BR,br_office_4,government_office,2025-04-21,0,9,0,storm,1.15,21,22,moderate
BR,br_office_4,government_office,2025-04-21,0,10,0,clear,1.15,59,53,high
BR,br_office_4,government_office,2025-04-21,0,11,0,rain,1.15,54,55,high
BR,br_office_4,government_office,2025-04-21,0,12,0,clear,1.15,50,36,high
BR,br_office_4,government_office,2025-04-21,0,13,0,storm,1.15,39,32,moderate
BR,br_office_4,government_office,2025-04-21,0,14,0,normal,1.15,69,66,high
BR,br_office_4,government_office,2025-04-21,0,15,0,normal,1.15,67,53,high
BR,br_office_4,government_office,2025-04-21,0,16,0,storm,1.15,18,18,low
BR,br_office_4,government_office,2025-04-22,1,9,0,rain,1.15,30,31,moderate
BR,br_office_4,government_office,2025-04-22,1,10,0,extreme_heat,1.15,54,42,high
BR,br_office_4,government_office,2025-04-22,1,11,0,clear,1.15,49,39,high
BR,br_office_4,government_office,2025-04-22,1,12,0,storm,1.15,25,30,moderate
BR,br_office_4,government_office,2025-04-22,1,13,0,rain,1.15,41,41,moderate
BR,br_office_4,government_office,2025-04-22,1,14,0,extreme_heat,1.15,47,35,high
BR,br_office_4,government_office,2025-04-22,1,15,0,clear,1.15,57,52,high
BR,br_office_4,government_office,2025-04-22,1,16,0,normal,1.15,34,26,moderate
BR,br_office_4,government_office,2025-04-23,2,9,0,normal,1.15,24,23,moderate
BR,br_office_4,government_office,2025-04-23,2,10,0,storm,1.15,26,17,moderate
BR,br_office_4,government_office,2025-04-23,2,11,0,storm,1.15,33,35,moderate
BR,br_office_4,government_office,2025-04-23,2,12,0,extreme_heat,1.15,37,31,moderate
BR,br_office_4,government_office,2025-04-23,2,13,0,rain,1.15,41,39,moderate
BR,br_office_4,government_office,2025-04-23,2,14,0,rain,1.15,52,50,high
BR,br_office_4,government_office,2025-04-23,2,15,0,extreme_heat,1.15,55,46,high
BR,br_office_4,government_office,2025-04-23,2,16,0,rain,1.15,21,25,moderate
BR,br_office_4,government_office,2025-04-24,3,9,0,extreme_heat,1.15,26,27,moderate
BR,br_office_4,government_office,2025-04-24,3,10,0,normal,1.15,63,52,high
BR,br_office_4,government_office,2025-04-24,3,11,0,extreme_heat,1.15,60,52,high
BR,br_office_4,government_office,2025-04-24,3,12,0,extreme_heat,1.15,33,19,moderate
BR,br_office_4,government_office,2025-04-24,3,13,0,clear,1.15,49,40,high
BR,br_office_4,government_office,2025-04-24,3,14,0,rain,1.15,52,45,high
BR,br_office_4,government_office,2025-04-24,3,15,0,clear,1.15,64,47,high
BR,br_office_4,government_office,2025-04-24,3,16,0,normal,1.15,30,26,moderate
BR,br_office_4,government_office,2025-04-25,4,9,0,rain,1.15,22,11,moderate
