benefit_id,region,category,income_ratio,age_centrality,family_margin,category_match,employment_match_any,region_density,priority_label
br_bpc,BR,disability_support,0.3468,0.15,1,0,1,6,0.3603
in_nfsa,IN,food_assistance,0.867,0.6,1,0,1,6,0.2238
br_minha_casa,BR,housing_assistance,0.3302,0.6667,1,1,1,6,0.6689
in_nsap,IN,elderly_care,0.3382,0.5333,0,0,1,6,0.3951
us_section8,US,housing_assistance,0.6202,0.8431,0,1,1,6,0.458
in_pmaay,IN,housing_assistance,0.8219,0.7255,1,0,1,6,0.2758
br_auxilio_emergencial,BR,unemployment,0.0,0.5686,3,1,0,6,0.9397
us_section8,US,housing_assistance,0.0962,0.7255,0,1,1,6,0.6834
us_ssdi,US,disability_support,0.0,0.9608,3,0,1,6,0.7601
in_icds,IN,child_support,0.5243,0.0,1,0,1,6,0.2803
us_ssdi,US,disability_support,0.0,0.5098,2,0,1,6,0.6093
br_sus,BR,healthcare_support,0.0,0.05,2,1,1,6,0.776
in_nfsa,IN,food_assistance,0.5982,0.8,1,0,1,6,0.3532
br_idoso,BR,elderly_care,0.5887,0.7667,0,1,1,6,0.5174
us_ssdi,US,disability_support,0.0,0.0392,0,0,1,6,0.486
us_medicaid,US,healthcare_support,0.192,0.4167,0,0,1,6,0.4159
us_tanf,US,child_support,0.463,0.8889,1,1,1,6,0.6005
br_sus,BR,healthcare_support,0.0,0.45,3,0,1,6,0.6595
br_bolsa_familia,BR,child_support,0.4554,0.4444,1,1,1,6,0.5703
br_sus,BR,healthcare_support,0.0,0.8667,0,1,1,6,0.7898
us_medicaid,US,healthcare_support,0.7831,0.7,0,0,1,6,0.2157
us_section8,US,housing_assistance,0.8669,0.0392,1,0,1,6,0.2005
in_nsap,IN,elderly_care,0.4267,0.7,3,1,1,6,0.7422
us_tanf,US,child_support,0.6327,0.5556,1,1,1,6,0.5056
br_sus,BR,healthcare_support,0.0,0.15,0,0,1,6,0.4869
br_bpc,BR,disability_support,0.5425,0.9667,2,1,1,6,0.639
in_nfsa,IN,food_assistance,0.3141,0.15,0,1,1,6,0.5793
in_nsap,IN,elderly_care,0.7779,0.8333,3,1,1,6,0.5992
br_auxilio_emergencial,BR,unemployment,0.0,0.8235,0,0,0,6,0.5454
in_nfsa,IN,food_assistance,0.1252,0.6667,1,1,1,6,0.7314
in_icds,IN,child_support,0.1437,1.0,2,0,1,6,0.6842
br_minha_casa,BR,housing_assistance,0.0429,0.0,2,1,1,6,0.735
br_bolsa_familia,BR,child_support,0.6717,0.0,0,0,1,6,0.2199
us_tanf,US,child_support,0.1769,0.3333,3,0,1,6,0.567
in_nsap,IN,elderly_care,0.1574,0.5333,1,1,1,6,0.7811
br_bpc,BR,disability_support,0.4055,0.9667,2,0,1,6,0.5605
in_disability_pension,IN,disability_support,0.2502,0.0784,0,0,1,6,0.4027
us_ssdi,US,disability_support,0.0,0.7647,0,0,1,6,0.5977
us_ssdi,US,disability_support,0.0,0.1961,3,0,1,6,0.6523
in_nsap,IN,elderly_care,0.4704,0.6333,1,0,1,6,0.3588
us_snap,US,food_assistance,0.282,0.0833,1,0,1,6,0.4295
br_minha_casa,BR,housing_assistance,0.2444,0.3922,0,1,1,6,0.6721
in_pmjay,IN,healthcare_support,0.2977,0.8,0,1,1,6,0.6428
br_minha_casa,BR,housing_assistance,0.785,0.5882,1,0,1,6,0.2255
in_icds,IN,child_support,0.5416,0.0,1,1,1,6,0.5004
us_section8,US,housing_assistance,0.4489,0.8039,0,0,1,6,0.3915
us_medicaid,US,healthcare_support,0.3565,0.2667,0,1,1,6,0.5474
us_ssdi,US,disability_support,0.0,0.6863,1,1,1,6,0.8154
in_pmjay,IN,healthcare_support,0.3577,0.8833,1,1,1,6,0.7203
in_nsap,IN,elderly_care,0.1937,0.1333,1,1,1,6,0.6584
br_minha_casa,BR,housing_assistance,0.1741,0.2745,1,1,1,6,0.7397
br_idoso,BR,elderly_care,0.7994,0.2,2,1,1,6,0.4375
us_snap,US,food_assistance,0.8038,0.9833,3,1,1,6,0.5868
br_auxilio_emergencial,BR,unemployment,0.0,0.6863,1,1,0,6,0.8299
br_bolsa_familia,BR,child_support,0.3823,0.6667,1,1,1,6,0.6634
in_pmaay,IN,housing_assistance,0.496,0.8627,0,1,1,6,0.5938
us_ssdi,US,disability_support,0.0,0.1961,3,1,1,6,0.8846
br_bolsa_familia,BR,child_support,0.6567,0.6667,2,0,1,6,0.3522
us_ssdi,US,disability_support,0.0,0.3137,2,0,1,6,0.6348
br_auxilio_emergencial,BR,unemployment,0.0,0.2353,2,0,0,6,0.5806
us_snap,US,food_assistance,0.7055,0.5,0,0,1,6,0.2203
us_medicaid,US,healthcare_support,0.2458,0.5667,1,0,1,6,0.5288
br_auxilio_emergencial,BR,unemployment,0.0,0.2549,1,1,0,6,0.8052
in_nsap,IN,elderly_care,0.589,0.5333,1,0,1,6,0.3815
br_bolsa_familia,BR,child_support,0.7938,0.2222,0,1,1,6,0.3451
us_medicaid,US,healthcare_support,0.4953,0.5167,3,1,1,6,0.6914
us_unemployment,US,unemployment,0.0,0.2941,1,0,0,6,0.5836
br_auxilio_emergencial,BR,unemployment,0.0,0.7255,2,0,0,6,0.704
in_icds,IN,child_support,0.0746,0.0,1,0,1,6,0.485
in_disability_pension,IN,disability_support,0.7955,0.8824,1,1,1,6,0.4605
in_icds,IN,child_support,0.4626,0.6667,3,1,1,6,0.7076
us_snap,US,food_assistance,0.3628,0.0833,0,0,1,6,0.3078
br_bpc,BR,disability_support,0.1276,0.0667,2,1,1,6,0.7886
br_minha_casa,BR,housing_assistance,0.2733,0.3333,0,0,1,6,0.4492
br_bpc,BR,disability_support,0.3743,0.85,0,0,1,6,0.3935
in_pmaay,IN,housing_assistance,0.3198,0.1569,1,1,1,6,0.6156
in_disability_pension,IN,disability_support,0.5032,0.8627,1,0,1,6,0.3897
in_icds,IN,child_support,0.6405,1.0,1,0,1,6,0.3614
br_sus,BR,healthcare_support,0.0,0.85,1,0,1,6,0.5938
in_nfsa,IN,food_assistance,0.2077,0.3667,1,1,1,6,0.6561
in_nfsa,IN,food_assistance,0.1851,0.3,1,0,1,6,0.5446
br_bpc,BR,disability_support,0.2241,0.45,3,0,1,6,0.6298
in_icds,IN,child_support,0.0606,0.0,2,0,1,6,0.5549
us_unemployment,US,unemployment,0.0,0.6667,1,0,0,6,0.6056
in_pmaay,IN,housing_assistance,0.2445,0.451,0,1,1,6,0.6695
in_nfsa,IN,food_assistance,0.431,0.3167,3,1,1,6,0.7372
in_disability_pension,IN,disability_support,0.6657,0.7647,0,1,1,6,0.5128
br_minha_casa,BR,housing_assistance,0.4169,0.451,0,0,1,6,0.3147
br_auxilio_emergencial,BR,unemployment,0.0,0.5098,0,1,0,6,0.7343
br_bolsa_familia,BR,child_support,0.3834,0.6667,3,1,1,6,0.7553
us_ssdi,US,disability_support,0.0,0.2353,0,0,1,6,0.5032
br_bolsa_familia,BR,child_support,0.2587,0.7778,1,0,1,6,0.5319
in_nfsa,IN,food_assistance,0.7928,0.4667,0,1,1,6,0.4039
us_unemployment,US,unemployment,0.0,0.9412,0,0,0,6,0.5538
br_minha_casa,BR,housing_assistance,0.3204,0.8627,0,1,1,6,0.6746
us_ssdi,US,disability_support,0.0,0.902,1,1,1,6,0.8488
br_minha_casa,BR,housing_assistance,0.149,0.0784,1,0,1,6,0.5085
in_icds,IN,child_support,0.9125,1.0,1,1,1,6,0.4513
br_bpc,BR,disability_support,0.1958,0.9667,1,0,1,6,0.5518
in_nfsa,IN,food_assistance,0.3557,0.3,3,0,1,6,0.4791
us_section8,US,housing_assistance,0.487,0.5882,0,1,1,6,0.5227
br_sus,BR,healthcare_support,0.0,0.7167,3,1,1,6,0.9378
us_unemployment,US,unemployment,0.0,0.7255,0,1,0,6,0.7855
us_medicaid,US,healthcare_support,0.2974,0.4167,3,0,1,6,0.5934
in_icds,IN,child_support,0.7288,0.3333,0,1,1,6,0.386
in_icds,IN,child_support,0.4901,0.6667,1,0,1,6,0.3664
us_tanf,US,child_support,0.5834,0.6667,3,1,1,6,0.6984
us_tanf,US,child_support,0.2173,0.2222,0,0,1,6,0.4027
in_icds,IN,child_support,0.2283,1.0,1,0,1,6,0.5691
in_nsap,IN,elderly_care,0.4991,0.4,2,0,1,6,0.4223
in_nfsa,IN,food_assistance,0.7224,0.8167,0,1,1,6,0.4997
us_tanf,US,child_support,0.485,0.5556,2,0,1,6,0.4595
in_pmaay,IN,housing_assistance,0.2162,0.6275,1,1,1,6,0.6678
br_sus,BR,healthcare_support,0.0,0.9,3,0,1,6,0.7438
us_tanf,US,child_support,0.1933,0.4444,1,1,1,6,0.6723
in_nfsa,IN,food_assistance,0.1548,0.9667,1,1,1,6,0.7608
in_pmaay,IN,housing_assistance,0.2743,0.3922,1,1,1,6,0.7081
us_section8,US,housing_assistance,0.7024,0.0392,3,1,1,6,0.5585
us_unemployment,US,unemployment,0.0,0.1961,1,1,0,6,0.7676
us_unemployment,US,unemployment,0.0,0.8039,0,0,0,6,0.6011
in_pmaay,IN,housing_assistance,0.6276,0.5294,1,1,1,6,0.5332
us_ssdi,US,disability_support,0.0,0.8235,1,0,1,6,0.6225
us_tanf,US,child_support,0.6299,0.4444,1,0,1,6,0.3342
in_pmjay,IN,healthcare_support,0.1945,0.5833,1,0,1,6,0.5191
us_tanf,US,child_support,0.0999,0.8889,0,1,1,6,0.7148
in_pmjay,IN,healthcare_support,0.7764,0.3,3,1,1,6,0.5079
in_disability_pension,IN,disability_support,0.1103,0.6863,1,0,1,6,0.6164
us_medicaid,US,healthcare_support,0.0562,0.8333,0,1,1,6,0.7547
us_medicaid,US,healthcare_support,0.1852,0.7667,0,0,1,6,0.4877
us_section8,US,housing_assistance,0.6879,0.6667,2,0,1,6,0.3788
in_nfsa,IN,food_assistance,0.1975,0.8333,2,0,1,6,0.5767
us_section8,US,housing_assistance,0.2664,0.7451,3,1,1,6,0.796
br_minha_casa,BR,housing_assistance,0.0896,0.8235,0,0,1,6,0.5531
us_medicaid,US,healthcare_support,0.4641,0.9667,1,0,1,6,0.4606
us_medicaid,US,healthcare_support,0.863,0.1333,0,0,1,6,0.1063
in_pmjay,IN,healthcare_support,0.3391,0.3333,1,1,1,6,0.5828
in_icds,IN,child_support,0.539,0.0,0,1,1,6,0.5031
in_nsap,IN,elderly_care,0.3974,0.3667,3,1,1,6,0.7339
br_sus,BR,healthcare_support,0.0,0.7833,0,0,1,6,0.565
us_ssdi,US,disability_support,0.0,0.9804,3,0,1,6,0.7423
us_section8,US,housing_assistance,0.2465,0.3333,0,1,1,6,0.6308
br_bolsa_familia,BR,child_support,0.1635,0.6667,2,0,1,6,0.55
us_medicaid,US,healthcare_support,0.4923,0.6,1,0,1,6,0.4197
br_sus,BR,healthcare_support,0.0,0.4333,0,0,1,6,0.5186
us_snap,US,food_assistance,0.5886,0.25,3,1,1,6,0.5912
in_nsap,IN,elderly_care,0.1719,0.2,3,0,1,6,0.5772
in_disability_pension,IN,disability_support,0.1588,0.5686,2,1,1,6,0.8016
us_tanf,US,child_support,0.4716,1.0,0,0,1,6,0.3658
in_disability_pension,IN,disability_support,0.5767,0.2157,1,0,1,6,0.3353
br_sus,BR,healthcare_support,0.0,0.1333,0,0,1,6,0.5156
us_snap,US,food_assistance,0.2179,0.7833,2,1,1,6,0.7353
in_pmaay,IN,housing_assistance,0.3555,0.9804,0,0,1,6,0.396
br_auxilio_emergencial,BR,unemployment,0.0,0.8431,0,0,0,6,0.6323
in_nfsa,IN,food_assistance,0.1916,0.25,1,0,1,6,0.5072
us_tanf,US,child_support,0.1937,0.4444,3,0,1,6,0.6202
in_pmjay,IN,healthcare_support,0.6514,0.25,1,0,1,6,0.2919
us_section8,US,housing_assistance,0.418,0.7451,1,1,1,6,0.6415
br_bolsa_familia,BR,child_support,0.7436,0.7778,0,1,1,6,0.4725
br_sus,BR,healthcare_support,0.0,0.9667,1,0,1,6,0.6859
us_medicaid,US,healthcare_support,0.3497,0.8833,0,1,1,6,0.6039
br_bolsa_familia,BR,child_support,0.4329,0.0,0,0,1,6,0.2898
us_snap,US,food_assistance,0.2417,0.05,0,0,1,6,0.3947
in_disability_pension,IN,disability_support,0.3782,0.2157,1,0,1,6,0.4237
br_bolsa_familia,BR,child_support,0.302,0.6667,1,0,1,6,0.4506
us_section8,US,housing_assistance,0.1846,0.3725,2,1,1,6,0.7301
us_unemployment,US,unemployment,0.0,0.1961,1,0,0,6,0.5336
us_snap,US,food_assistance,0.4536,0.1167,1,0,1,6,0.3983
br_auxilio_emergencial,BR,unemployment,0.0,0.3333,1,1,0,6,0.8011
br_idoso,BR,elderly_care,0.4374,0.0667,1,0,1,6,0.3777
us_ssdi,US,disability_support,0.0,0.4118,3,0,1,6,0.714
br_minha_casa,BR,housing_assistance,0.4685,0.1765,1,0,1,6,0.3668
in_disability_pension,IN,disability_support,0.2393,0.7059,3,0,1,6,0.6232
br_bpc,BR,disability_support,0.556,0.7167,2,1,1,6,0.613
in_icds,IN,child_support,0.2211,1.0,0,0,1,6,0.5156
in_nsap,IN,elderly_care,0.2488,0.1333,1,1,1,6,0.6209
in_disability_pension,IN,disability_support,0.3264,0.1961,0,0,1,6,0.3486
us_section8,US,housing_assistance,0.3217,0.9216,1,1,1,6,0.7327
br_sus,BR,healthcare_support,0.0,0.2833,2,0,1,6,0.6563
br_bpc,BR,disability_support,0.209,0.8167,0,1,1,6,0.6901
br_bolsa_familia,BR,child_support,0.3711,1.0,1,1,1,6,0.6863
in_nsap,IN,elderly_care,0.2092,0.7,2,1,1,6,0.7433
us_unemployment,US,unemployment,0.0,0.9804,1,1,0,6,0.811
br_idoso,BR,elderly_care,0.238,0.4333,0,1,1,6,0.5881
us_section8,US,housing_assistance,0.426,0.0,1,0,1,6,0.3229
us_tanf,US,child_support,0.6278,0.7778,1,0,1,6,0.3141
br_bpc,BR,disability_support,0.5932,0.6333,0,0,1,6,0.3127
br_minha_casa,BR,housing_assistance,0.4576,0.3725,2,0,1,6,0.4636
br_minha_casa,BR,housing_assistance,0.4403,0.0392,2,1,1,6,0.6331
us_medicaid,US,healthcare_support,0.1494,0.6833,1,1,1,6,0.7632
us_medicaid,US,healthcare_support,0.2994,0.3833,0,0,1,6,0.4434
in_pmaay,IN,housing_assistance,0.491,0.3333,0,0,1,6,0.2683
in_pmjay,IN,healthcare_support,0.2229,0.3833,0,1,1,6,0.6023
in_icds,IN,child_support,0.4522,0.3333,0,0,1,6,0.33
in_icds,IN,child_support,0.4178,0.3333,3,0,1,6,0.4918
us_ssdi,US,disability_support,0.0,0.9216,1,1,1,6,0.8415
in_disability_pension,IN,disability_support,0.3558,0.6275,2,0,1,6,0.4999
br_idoso,BR,elderly_care,0.8101,0.4333,0,1,1,6,0.3702
br_idoso,BR,elderly_care,0.9332,0.8,0,1,1,6,0.3468
br_idoso,BR,elderly_care,0.4094,0.4,0,0,1,6,0.3398
us_unemployment,US,unemployment,0.0,0.4706,1,1,0,6,0.7519
br_idoso,BR,elderly_care,0.4264,0.8333,0,0,1,6,0.4155
br_bpc,BR,disability_support,0.1142,0.7833,1,0,1,6,0.5587
us_tanf,US,child_support,0.2959,0.5556,3,1,1,6,0.7995
br_sus,BR,healthcare_support,0.0,0.8167,2,0,1,6,0.6741
in_nsap,IN,elderly_care,0.7096,0.0667,1,1,1,6,0.4387
br_minha_casa,BR,housing_assistance,0.2677,0.3529,0,0,1,6,0.4487
br_bpc,BR,disability_support,0.5958,0.2333,1,1,1,6,0.4934
br_minha_casa,BR,housing_assistance,0.5797,0.5294,3,0,1,6,0.4224
us_ssdi,US,disability_support,0.0,0.1961,3,0,1,6,0.6202
br_sus,BR,healthcare_support,0.0,0.7167,0,1,1,6,0.7326
br_bpc,BR,disability_support,0.3637,0.1333,3,0,1,6,0.492
in_pmjay,IN,healthcare_support,0.344,0.8167,1,1,1,6,0.6853
in_pmaay,IN,housing_assistance,0.6298,0.7451,2,0,1,6,0.3806
in_nsap,IN,elderly_care,0.8111,0.5667,0,0,1,6,0.2406
us_medicaid,US,healthcare_support,0.4746,0.6333,2,0,1,6,0.4548
us_tanf,US,child_support,0.1737,0.6667,0,1,1,6,0.6553
in_pmaay,IN,housing_assistance,0.1468,0.3333,0,1,1,6,0.6724
in_icds,IN,child_support,0.2421,0.3333,1,0,1,6,0.4844
br_bolsa_familia,BR,child_support,0.3927,0.0,2,1,1,6,0.6327
in_disability_pension,IN,disability_support,0.3656,0.7059,0,0,1,6,0.3714
us_tanf,US,child_support,0.6114,0.6667,0,1,1,6,0.5159
us_unemployment,US,unemployment,0.0,0.6471,0,0,0,6,0.528
us_ssdi,US,disability_support,0.0,0.4118,3,0,1,6,0.7268
br_sus,BR,healthcare_support,0.0,0.1333,2,1,1,6,0.7723
br_idoso,BR,elderly_care,0.7357,1.0,0,0,1,6,0.2245
br_idoso,BR,elderly_care,0.0415,0.7,0,0,1,6,0.5357
in_pmjay,IN,healthcare_support,0.3448,0.9667,3,0,1,6,0.633
br_sus,BR,healthcare_support,0.0,0.25,2,0,1,6,0.6027
in_icds,IN,child_support,0.1461,1.0,1,0,1,6,0.5479
br_minha_casa,BR,housing_assistance,0.1543,0.0784,1,1,1,6,0.6405
us_snap,US,food_assistance,0.3738,0.3167,2,1,1,6,0.6225
br_bpc,BR,disability_support,0.2591,0.9333,1,1,1,6,0.6963
in_pmaay,IN,housing_assistance,0.445,0.8824,1,0,1,6,0.4124
br_bpc,BR,disability_support,0.3829,0.4167,2,0,1,6,0.4285
br_auxilio_emergencial,BR,unemployment,0.0,0.5098,3,0,0,6,0.7211
br_bpc,BR,disability_support,0.0437,0.2833,2,0,1,6,0.6132
br_idoso,BR,elderly_care,0.0782,0.0,0,0,1,6,0.4186
us_ssdi,US,disability_support,0.0,0.4706,0,1,1,6,0.7811
us_snap,US,food_assistance,0.0604,0.8167,1,1,1,6,0.768
br_auxilio_emergencial,BR,unemployment,0.0,0.0588,1,0,0,6,0.5149
in_pmjay,IN,healthcare_support,0.5234,0.4667,1,0,1,6,0.3356
us_medicaid,US,healthcare_support,0.2423,0.4167,1,0,1,6,0.5025
br_minha_casa,BR,housing_assistance,0.5995,0.4706,0,0,1,6,0.2592
in_pmjay,IN,healthcare_support,0.3317,0.65,1,0,1,6,0.423
us_ssdi,US,disability_support,0.0,0.8824,0,0,1,6,0.6362
us_ssdi,US,disability_support,0.0,0.4314,0,1,1,6,0.7117
us_ssdi,US,disability_support,0.0,0.0588,1,1,1,6,0.7588
us_unemployment,US,unemployment,0.0,0.2549,1,1,0,6,0.755
us_snap,US,food_assistance,0.2267,0.9,0,1,1,6,0.6418
br_auxilio_emergencial,BR,unemployment,0.0,0.8431,2,0,0,6,0.7117
us_unemployment,US,unemployment,0.0,0.2157,0,1,0,6,0.7241
br_bpc,BR,disability_support,0.6429,0.5833,2,0,1,6,0.3814
us_unemployment,US,unemployment,0.0,0.4314,1,1,0,6,0.8104
br_idoso,BR,elderly_care,0.3666,0.9333,0,0,1,6,0.386
us_section8,US,housing_assistance,0.288,0.7647,0,1,1,6,0.6867
in_nsap,IN,elderly_care,0.4026,0.7333,0,1,1,6,0.6312
in_pmjay,IN,healthcare_support,0.485,0.2833,0,0,1,6,0.3163
in_pmjay,IN,healthcare_support,0.5215,0.0333,0,1,1,6,0.4529
in_pmaay,IN,housing_assistance,0.344,0.3529,0,0,1,6,0.4007
br_idoso,BR,elderly_care,0.5557,0.1333,0,0,1,6,0.2982
us_unemployment,US,unemployment,0.0,0.9216,0,0,0,6,0.5838
br_idoso,BR,elderly_care,0.1978,1.0,1,0,1,6,0.5702
us_section8,US,housing_assistance,0.5775,0.5294,1,1,1,6,0.5495
us_medicaid,US,healthcare_support,0.4349,0.1167,2,0,1,6,0.426
in_disability_pension,IN,disability_support,0.3722,0.8824,1,1,1,6,0.7021
br_auxilio_emergencial,BR,unemployment,0.0,0.2745,3,0,0,6,0.6615
us_section8,US,housing_assistance,0.4838,0.9804,1,0,1,6,0.475
br_idoso,BR,elderly_care,0.7463,0.5333,1,1,1,6,0.4408
us_snap,US,food_assistance,0.4304,0.1,1,0,1,6,0.345
br_idoso,BR,elderly_care,0.5729,0.5,3,1,1,6,0.5994
br_auxilio_emergencial,BR,unemployment,0.0,0.7059,0,0,0,6,0.5751
us_tanf,US,child_support,0.5359,0.5556,1,0,1,6,0.3917
us_unemployment,US,unemployment,0.0,0.1765,2,0,0,6,0.661
in_pmaay,IN,housing_assistance,0.7376,0.451,2,1,1,6,0.5154
br_minha_casa,BR,housing_assistance,0.595,1.0,2,0,1,6,0.4124
us_snap,US,food_assistance,0.7759,0.0167,0,0,1,6,0.1921
br_bpc,BR,disability_support,0.16,0.9167,3,0,1,6,0.7018
br_bolsa_familia,BR,child_support,0.0477,0.5556,2,1,1,6,0.7978
br_sus,BR,healthcare_support,0.0,0.5167,0,0,1,6,0.5598
in_icds,IN,child_support,0.2438,1.0,1,0,1,6,0.5775
in_pmaay,IN,housing_assistance,0.4402,0.4902,1,1,1,6,0.6079
in_nfsa,IN,food_assistance,0.3525,0.8667,2,1,1,6,0.7079
in_pmjay,IN,healthcare_support,0.7096,0.8333,3,0,1,6,0.4541
in_nsap,IN,elderly_care,0.4384,0.4333,1,1,1,6,0.6084
us_snap,US,food_assistance,0.7418,0.1333,2,1,1,6,0.5004
in_nsap,IN,elderly_care,0.2413,0.9667,1,0,1,6,0.5581
in_disability_pension,IN,disability_support,0.2594,0.1961,0,0,1,6,0.3539
us_ssdi,US,disability_support,0.0,0.2157,0,1,1,6,0.6944
br_bolsa_familia,BR,child_support,0.1929,0.8889,1,0,1,6,0.5206
br_bolsa_familia,BR,child_support,0.6366,0.3333,1,1,1,6,0.4587
us_snap,US,food_assistance,0.3168,0.1167,1,1,1,6,0.5888
us_unemployment,US,unemployment,0.0,0.1961,1,0,0,6,0.5231
br_sus,BR,healthcare_support,0.0,0.0667,3,0,1,6,0.6798
br_bolsa_familia,BR,child_support,0.0974,0.0,1,0,1,6,0.5075
us_unemployment,US,unemployment,0.0,0.2745,1,1,0,6,0.8187
br_bpc,BR,disability_support,0.3028,0.95,1,0,1,6,0.5218
us_snap,US,food_assistance,0.2309,0.7833,3,0,1,6,0.6621
in_icds,IN,child_support,0.2592,0.3333,0,0,1,6,0.3899
br_minha_casa,BR,housing_assistance,0.4077,0.2549,1,1,1,6,0.5608
br_idoso,BR,elderly_care,0.6501,0.8333,3,0,1,6,0.4398
br_bpc,BR,disability_support,0.3959,0.0333,3,0,1,6,0.5205
in_nfsa,IN,food_assistance,0.6317,0.5667,3,0,1,6,0.3848
br_bpc,BR,disability_support,0.2991,0.8333,0,1,1,6,0.6021
us_tanf,US,child_support,0.3331,0.1111,1,0,1,6,0.4245
us_unemployment,US,unemployment,0.0,0.7647,3,1,0,6,0.8843
in_nsap,IN,elderly_care,0.643,0.7667,1,0,1,6,0.3219
us_medicaid,US,healthcare_support,0.5253,0.3667,3,0,1,6,0.4707
us_tanf,US,child_support,0.7655,0.0,0,0,1,6,0.1203
in_nsap,IN,elderly_care,0.4681,0.6667,1,1,1,6,0.6036
br_sus,BR,healthcare_support,0.0,0.8833,0,1,1,6,0.7842
us_unemployment,US,unemployment,0.0,0.4706,2,0,0,6,0.6079
in_disability_pension,IN,disability_support,0.2876,1.0,0,0,1,6,0.4691
us_ssdi,US,disability_support,0.0,0.0392,0,1,1,6,0.6692
br_bpc,BR,disability_support,0.2427,0.2333,3,0,1,6,0.5414
us_snap,US,food_assistance,0.1652,0.1833,1,0,1,6,0.5156
us_medicaid,US,healthcare_support,0.0856,0.1833,0,0,1,6,0.5097
in_disability_pension,IN,disability_support,0.7682,0.9804,1,0,1,6,0.3082
us_section8,US,housing_assistance,0.4844,0.2745,2,1,1,6,0.615
br_bolsa_familia,BR,child_support,0.1833,0.3333,1,0,1,6,0.4535
us_ssdi,US,disability_support,0.0,0.0392,0,1,1,6,0.6955
us_tanf,US,child_support,0.3968,0.1111,3,1,1,6,0.6512
in_pmaay,IN,housing_assistance,0.5529,0.6078,2,1,1,6,0.6262
br_minha_casa,BR,housing_assistance,0.5031,0.549,2,0,1,6,0.4198
br_bpc,BR,disability_support,0.4563,0.2167,1,1,1,6,0.5467
us_ssdi,US,disability_support,0.0,0.8039,0,1,1,6,0.7755
in_icds,IN,child_support,0.5121,0.3333,3,1,1,6,0.6367
us_section8,US,housing_assistance,0.5028,0.2941,2,0,1,6,0.4394
br_idoso,BR,elderly_care,0.314,0.2667,0,0,1,6,0.3823
in_nsap,IN,elderly_care,0.6951,0.4333,3,0,1,6,0.3826
in_disability_pension,IN,disability_support,0.3252,0.3922,2,1,1,6,0.6524
us_tanf,US,child_support,0.2391,0.0,1,1,1,6,0.5972
in_disability_pension,IN,disability_support,0.223,0.4706,0,0,1,6,0.462
us_snap,US,food_assistance,0.3033,0.1333,3,1,1,6,0.7629
br_bpc,BR,disability_support,0.8891,0.3667,0,0,1,6,0.1669
in_pmaay,IN,housing_assistance,0.522,0.9216,3,0,1,6,0.4826
br_idoso,BR,elderly_care,0.3449,0.1333,1,1,1,6,0.563
br_sus,BR,healthcare_support,0.0,0.7667,1,1,1,6,0.8301
br_bpc,BR,disability_support,0.7192,0.15,1,0,1,6,0.2308
in_disability_pension,IN,disability_support,0.3943,0.2745,1,0,1,6,0.4313
us_section8,US,housing_assistance,0.7831,0.9216,3,0,1,6,0.4114
br_idoso,BR,elderly_care,0.3411,0.8667,0,1,1,6,0.6617
in_pmaay,IN,housing_assistance,0.2408,0.9804,3,1,1,6,0.8184
br_auxilio_emergencial,BR,unemployment,0.0,0.3725,3,0,0,6,0.7115
br_auxilio_emergencial,BR,unemployment,0.0,0.8824,2,0,0,6,0.645
br_idoso,BR,elderly_care,0.4109,0.4333,2,1,1,6,0.7009
in_pmaay,IN,housing_assistance,0.1648,0.1569,3,0,1,6,0.6304
in_nsap,IN,elderly_care,0.3656,0.0,0,1,1,6,0.541
br_bpc,BR,disability_support,0.6479,0.9333,1,0,1,6,0.3533
br_bolsa_familia,BR,child_support,0.7565,0.0,1,0,1,6,0.2273
us_medicaid,US,healthcare_support,0.5103,0.7,0,1,1,6,0.5635
us_section8,US,housing_assistance,0.5075,0.451,0,0,1,6,0.2889
in_disability_pension,IN,disability_support,0.2477,0.2745,0,0,1,6,0.3945
br_idoso,BR,elderly_care,0.2633,0.3,0,1,1,6,0.621
br_sus,BR,healthcare_support,0.0,0.0667,1,0,1,6,0.5332
in_pmaay,IN,housing_assistance,0.6834,0.8431,1,1,1,6,0.5509
us_medicaid,US,healthcare_support,0.4003,0.05,2,0,1,6,0.3864
br_minha_casa,BR,housing_assistance,0.4613,0.1961,0,0,1,6,0.3141
br_minha_casa,BR,housing_assistance,0.106,0.1569,1,0,1,6,0.4896
us_section8,US,housing_assistance,0.1992,0.8235,1,0,1,6,0.5719
us_unemployment,US,unemployment,0.0,0.3529,3,0,0,6,0.7228
in_nfsa,IN,food_assistance,0.4642,0.0333,1,0,1,6,0.315
in_nfsa,IN,food_assistance,0.383,1.0,0,1,1,6,0.6434
us_ssdi,US,disability_support,0.0,0.2745,0,0,1,6,0.5433
us_snap,US,food_assistance,0.5553,0.3,0,1,1,6,0.4719
in_pmjay,IN,healthcare_support,0.4984,0.6667,1,0,1,6,0.3718
us_medicaid,US,healthcare_support,0.0437,0.95,3,1,1,6,0.9393
br_bpc,BR,disability_support,0.3599,0.0167,0,0,1,6,0.327
br_bpc,BR,disability_support,0.2632,0.8,1,1,1,6,0.6918
in_pmjay,IN,healthcare_support,0.3044,0.3667,2,1,1,6,0.7149
us_snap,US,food_assistance,0.7047,0.1333,1,1,1,6,0.4052
us_tanf,US,child_support,0.1018,0.5556,1,0,1,6,0.5645
